pdf_name,chunk_number,total_chunks,pages,question,option_A,option_B,option_C,option_D,correct_answer
notes/LLM_cs124_week7_2025.pdf,37,"73, 74, 75","Given a large language model, which method is used to measure the quality of the model by calculating the inverse probability of the model assigning to an unseen test set, normalized by the test set length?",Continued pre-training,Parameter-efficient finetuning (PEFT),Sentiment classification using a classification head,Perplexity evaluation,D) Perplexity evaluation
notes/LLM_cs124_week7_2025.pdf,37,"73, 74, 75","Which method is used to measure the quality of a large language model by calculating the inverse probability of the model assigning to an unseen test set, normalized by the test set length?",Pretraining,Finetuning,Perplexity evaluation,Masked language model training,C) Perplexity evaluation
notes/LLM_cs124_week7_2025.pdf,37,"73, 74, 75",Which method is used to train a language model to be a sentiment classifier by adding extra neural circuitry after the top layer of the model?,Continued pre-training,Parameter-efficient finetuning (PEFT),Sentiment classification using a classification head,Supervised finetuning (SFT),C) Sentiment classification using a classification head
notes/LLM_cs124_week7_2025.pdf,37,"73, 74, 75",Which method is used to train a language model to follow text instructions and produce desired responses?,Continued pre-training,Parameter-efficient finetuning (PEFT),Sentiment classification using a classification head,Supervised finetuning (SFT),D) Supervised finetuning (SFT)
notes/LLM_cs124_week7_2025.pdf,37,"73, 74, 75","Which method is used to measure the quality of a large language model by calculating the inverse probability of the model assigning to an unseen test set, given that the test set length is 10 tokens? The model assigns a probability of 0.0001 to the test set.",Perplexity evaluation with a perplexity of 1000,Perplexity evaluation with a perplexity of 101,Perplexity evaluation with a perplexity of 0.0001,Perplexity evaluation with a perplexity of 10,A) Perplexity evaluation with a perplexity of 1000
notes/LLM_cs124_week7_2025.pdf,38,"75, 76, 77","Given a large language model, which method is used to measure the quality of the model by calculating the inverse probability of the test set, normalized by the test set length?",Continued pre-training,Parameter-efficient finetuning,Sentiment classification,Perplexity evaluation,D) Perplexity evaluation
notes/LLM_cs124_week7_2025.pdf,38,"75, 76, 77","Which method is used to evaluate the quality of a large language model by measuring the inverse probability of the test set, normalized by the number of words?",Continued pre-training,Parameter-efficient finetuning,Sentiment classification,Perplexity evaluation,D) Perplexity evaluation
notes/LLM_cs124_week7_2025.pdf,38,"75, 76, 77",Which method is used to measure the quality of a large language model by predicting the words in an instruction prompt iteratively and training it to produce the desired response?,Continued pre-training,Parameter-efficient finetuning,Sentiment classification,Supervised finetuning,D) Supervised finetuning
notes/LLM_cs124_week7_2025.pdf,38,"75, 76, 77",Which method is used to measure the quality of a large language model by predicting the words in an instruction prompt iteratively and freezing the entire pretrained model?,Continued pre-training,Parameter-efficient finetuning,Sentiment classification,Supervised finetuning,C) Sentiment classification
notes/LLM_cs124_week7_2025.pdf,39,"77, 78, 79",Which metric is used to evaluate the quality of language models by measuring the probability of the word sequence?,Perplexity,Accuracy,Fairness,Size,A) Perplexity
notes/LLM_cs124_week7_2025.pdf,39,"77, 78, 79",Which factor is NOT typically considered when evaluating large language models?,Perplexity,Size,Fairness,Energy efficiency,D) Energy efficiency
notes/LLM_cs124_week7_2025.pdf,39,"77, 78, 79",Which metric is used to measure the decrease in performance for language from or about certain groups in large language models?,Perplexity,Fairness,Size,Energy usage,B) Fairness
notes/LLM_cs124_week7_2025.pdf,39,"77, 78, 79",Which factor is a concern for large language models due to their high energy usage?,Perplexity,Size,Fairness,Energy efficiency,D) Energy efficiency
notes/LLM_cs124_week7_2025.pdf,40,"79, 80, 81",Which phenomenon can lead large language models to generate incorrect or fictitious information?,Hallucination due to copyright infringement,Hallucination due to lack of context,Hallucination due to model size limitation,Hallucination due to power consumption,A) Hallucination due to copyright infringement
notes/LLM_cs124_week7_2025.pdf,40,"79, 80, 81",Which term refers to the generation of incorrect or fictitious information by large language models?,Hallucination,Infringement,Context,Limitation,A) Hallucination
notes/LLM_cs124_week7_2025.pdf,40,"79, 80, 81",Which issue can arise when a large language model generates incorrect or fictitious information?,Infringement of copyright,Lack of context,Hallucination,Limitation of model size,C) Hallucination
notes/LLM_cs124_week7_2025.pdf,40,"79, 80, 81",Which term describes the situation when a large language model generates incorrect or fictitious information?,Hallucination due to model size,Infringement of copyright,Hallucination due to lack of context,Limitation of model capabilities,A) Hallucination due to model size
notes/LLM_cs124_week7_2025.pdf,41,"81, 82, 83",Which of the following is NOT a common topic in online privacy discussions?,Data collection and usage by companies,Encryption and secure communication,Social media and its impact on privacy,Copyright and intellectual property,D) Copyright and intellectual property
notes/LLM_cs124_week7_2025.pdf,41,"81, 82, 83",Which topic is NOT typically discussed under 'Toxicity and Abuse' in online communities?,Harassment and cyberbullying,Privacy and data protection,Copyright infringement and plagiarism,Netiquette and online etiquette,C) Copyright infringement and plagiarism
notes/LLM_cs124_week7_2025.pdf,42,"83, 84, 85",Which type of online harm is most closely related to the spread of misinformation?,Toxicity and Abuse,Fraud,Phishing,Misinformation,D) Misinformation
notes/LLM_cs124_week7_2025.pdf,42,"83, 84, 85",Which harm can large language models inadvertently cause due to their generation of misinformation?,Toxicity and Abuse,Fraud,Phishing,Misinformation,D) Misinformation
notes/LLM_cs124_week7_2025.pdf,42,"83, 84, 85",Which harm can large language models be used to intentionally cause?,Toxicity and Abuse,Fraud,Phishing,Misinformation,B) Fraud
notes/LLM_cs124_week7_2025.pdf,42,"83, 84, 85",Which harm is NOT directly related to large language models?,Toxicity and Abuse,Fraud,Phishing,Misinformation,C) Phishing
notes/LLM_cs124_week7_2025.pdf,44,"87, 88, 89","Given a simple 1-layer neural network with initial weights w1=2, w2=-1, b=1, and no activation function, what is the output of the forward pass for the input (x1, x2) = (4, -3)?",6,12,8,14,B) 12
notes/LLM_cs124_week7_2025.pdf,44,"87, 88, 89","Considering the same neural network as above, and a squared loss function, what is the loss for the training tuple (x1, x2, ytrue) = (4, -3, 10)?",1,9,16,25,C) 16
notes/LLM_cs124_week7_2025.pdf,44,"87, 88, 89","Suppose the learning rate η for the neural network is .01. After one weight update, which weight will have a smaller value: w1 or w2?",w1,w2,Both w1 and w2,It depends on the loss,A) w1
notes/LLM_cs124_week7_2025.pdf,44,"87, 88, 89","Given the loss function L=(ytrue−y)2, which value of y would result in the smallest loss for ytrue=10 and the current network output y=12?",8,10,12,14,A) 8
notes/LLM_cs124_week7_2025.pdf,45,"89, 90, 91","Given the forward pass computation for y = 2x1 - x2 + 1 with input (x1, x2) = (4, -3) and initial weights w1=2, w2=-1, b=1, what is the value of y?",10,12,14,16,B) 12
notes/LLM_cs124_week7_2025.pdf,45,"89, 90, 91",Which nodes in the computation graph are the parameters of the model?,"w1, x1, x2","w1, w2, b","x1, x2, y","y, ytrue, Loss","B) w1, w2, b"
notes/LLM_cs124_week7_2025.pdf,45,"89, 90, 91","Given the forward pass computation for y = 2x1 - x2 + 1 with input (x1, x2) = (4, -3) and initial weights w1=2, w2=-1, b=1, what is the value of the loss (L) if ytrue = 10?",0,4,100,1000,B) 4
notes/LLM_cs124_week7_2025.pdf,47,"93, 94, 95","Given the backpropagation equation for computing the gradient of the loss with respect to weight w1x1, which term is multiplied by -1?",h1,w1x1,ytrue,2y,B) w1x1
notes/LLM_cs124_week7_2025.pdf,47,"93, 94, 95","In the backpropagation equation for computing the gradient of the loss with respect to weight w1x1, which term is subtracted from 2y?",h1,w1x1,ytrue,2y,C) ytrue
notes/LLM_cs124_week7_2025.pdf,47,"93, 94, 95",Which term in the backpropagation equation for computing the gradient of the loss with respect to weight w1x1 is equal to the input x1?,h1,w1x1,y,x1,B) w1x1
notes/LLM_cs124_week7_2025.pdf,47,"93, 94, 95","In the backpropagation equation for computing the gradient of the loss with respect to weight w1x1, which term represents the bias term bh1?",h1,w1x1,ytrue,bh1,D) bh1
notes/LLM_cs124_week7_2025.pdf,48,"95, 96, 97","Given the backpropagation equation, which term represents the weight between the second hidden layer and the output layer?",w1x1,h1 + h2 + b,w2x2,2(ytrue-y),C) w2x2
notes/LLM_cs124_week7_2025.pdf,48,"95, 96, 97","In the backpropagation equation, which term represents the error between the true output and the predicted output?",h1 + h2 + b,w1x1,2(ytrue-y),w2x2,C) 2(ytrue-y)
notes/LLM_cs124_week7_2025.pdf,48,"95, 96, 97","Given the backpropagation equation, which term represents the weight between the input layer and the first hidden layer?",w1x1,h1 + h2 + b,w2x2,2(ytrue-y),A) w1x1
notes/LLM_cs124_week7_2025.pdf,48,"95, 96, 97","In the backpropagation equation, which term represents the weight between the first hidden layer and the second hidden layer?",w1x1,h1 + h2 + b,w2x2,h1,B) h1 + h2 + b
notes/LLM_cs124_week7_2025.pdf,49,"97, 98, 99","Given the backpropagation equation, what is the value of dw1 in terms of w1, x1, y, ytrue, and b?",w1 + 2(ytrue - y) * h1 + b,w1 - 1.84 * x1 + 0.96 * w2 - 0.88 * b,w1 - 1.84 * x2 + 0.96 * w2 + 0.88 * b,w1 + 1.84 * x1 + 0.96 * w2 + 1.2 * b,A) w1 + 2(ytrue - y) * h1 + b
notes/LLM_cs124_week7_2025.pdf,49,"97, 98, 99","Given the backpropagation equation, what is the value of dw2 in terms of w2, x2, y, ytrue, and b?",w2 + 12(ytrue - y) * h2 + b,w2 - 4 * x1 - 12 * b,w2 - 4 * x2 + 12 * b,w2 + 4 * x1 + 12 * b,A) w2 + 12(ytrue - y) * h2 + b
notes/LLM_cs124_week7_2025.pdf,49,"97, 98, 99","Given the backpropagation equation, what is the value of db in terms of w1, w2, x1, x2, y, and ytrue?",b + 2(ytrue - y) * h2 + 4 * x1 - 4 * x2,b - 2(ytrue - y) * h1 + 4 * x1 + 4 * x2,b - 2(ytrue - y) * h1 + 4 * x1 - 4 * x2,b + 2(ytrue - y) * h1 + 4 * x1 + 4 * x2,B) b - 2(ytrue - y) * h1 + 4 * x1 + 4 * x2
notes/LLM_cs124_week7_2025.pdf,50,"99, 100, 101","Given the backpropagation weights update rules, which weight will have the smallest change in value after an update?",w1 = 1.84,w2 = -0.88,b = 0.96,w1 = 0.96,D) w1 = 0.96
notes/LLM_cs124_week7_2025.pdf,50,"99, 100, 101","If the learning rate η is increased, which weight will experience a larger update?",w1 = 1.84,w2 = -1,b = 1,w1 = -3,A) w1 = 1.84
notes/LLM_cs124_week7_2025.pdf,50,"99, 100, 101","Given the backpropagation weights update rules, which weight will have the largest change in value after an update?",w1 = 1.84,w2 = -12,b = 1,w1 = -3,B) w2 = -12
notes/LLM_cs124_week7_2025.pdf,50,"99, 100, 101","If the input features x1 and x2 are multiplied by a factor of 2, what will be the new value of w1 in the backpropagation weight update rule?",w1 = 3.68,w1 = 7.36,w1 = 1.84,w1 = 0.92,B) w1 = 7.36
notes/LLM_cs124_week7_2025.pdf,51,"101, 102, 103","Given a multi-head attention layer with 8 heads, what is the shape of the output from each head?",[1 x d],[1 x hdv],[hdv x d],[dv x hdv],B) [1 x hdv]
notes/LLM_cs124_week7_2025.pdf,51,"101, 102, 103","Which matrices are used to project the inputs into separate key, value, and query embeddings for each head in a multi-head attention layer?","WK, WQ, WV","WQ, WK, WV","WK, WV, WQ","WV, WQ, WK","A) WK, WQ, WV"
notes/LLM_cs124_week7_2025.pdf,51,"101, 102, 103","What is the shape of the key, query, and value embeddings for each head in a multi-head attention layer?",[d x dk],[dk x d],[d x dv],[dv x dk],A) [d x dk]
notes/LLM_cs124_week7_2025.pdf,51,"101, 102, 103","Given a multi-head attention layer with 8 heads, what is the shape of the output from the concatenation of all heads?",[1 x d],[1 x hdv],[8 x hdv],[hdv x d],C) [8 x hdv]
notes/LLM_cs124_week7_2025.pdf,52,"103, 104, 105","Given a multi-head attention layer with A heads, what is the shape of the output from each head?",1⇥dv,1⇥hdv,hdv x dv,1⇥d,A) 1⇥dv
notes/LLM_cs124_week7_2025.pdf,52,"103, 104, 105",Which matrices are multiplied to produce the QK| matrix in parallelized attention?,XWQ and XWK,XWQ and XWV,XWK and XWV,XWQ and XWQ,A) XWQ and XWK
notes/LLM_cs124_week7_2025.pdf,52,"103, 104, 105",What is the shape of the mask matrix Min used for masking future words in attention?,N⇥N,N⇥d,1⇥N,N⇥(N+1),D) N⇥(N+1)
notes/LLM_cs124_week7_2025.pdf,52,"103, 104, 105",Which of the following shapes is the output of a single attention head in parallelized attention?,hdv x d,1⇥d,1⇥dv,N⇥d,C) 1⇥dv
notes/LLM_cs124_week7_2025.pdf,53,"105, 106, 107","Given a single attention head, which matrices are multiplied to produce matrices Q, K, and V?","X, WQ, WK, WV","X, WQ, W, V","X, W, WQ, WK","X, W, WK, WV","A) X, WQ, WK, WV"
notes/LLM_cs124_week7_2025.pdf,53,"105, 106, 107",Which portion of the masked QK|matrix is set to zero in language modeling?,Lower-triangular portion,Upper-triangular portion,Diagonal portion,Randomly selected elements,B) Upper-triangular portion
notes/LLM_cs124_week7_2025.pdf,53,"105, 106, 107","In multi-head attention, the output of each head has dimensionality:",N × d,N × dk,N × dv,N × hdv,C) N × dv
notes/LLM_cs124_week7_2025.pdf,53,"105, 106, 107",The final linear projection in multi-head attention is of shape: ,Adv⇥d,Adv⇥dk,Adv⇥dv,Adv⇥hdv,A) Adv⇥d
notes/LLM_cs124_week7_2025.pdf,54,"107, 108, 109",What is the purpose of masking in the self-attention computation?,To eliminate knowledge of words that follow in the sequence in language modeling,To make attention computation linear in the length of the input,To add weight to the comparisons between query and key values,To eliminate the need for dot products between tokens in the input,A) To eliminate knowledge of words that follow in the sequence in language modeling
notes/LLM_cs124_week7_2025.pdf,54,"107, 108, 109",Which portion of the QK|matrix is masked in the self-attention computation?,Lower triangle,Upper triangle,Diagonal,Entire matrix,B) Upper triangle
notes/LLM_cs124_week7_2025.pdf,54,"107, 108, 109",What is the shape of the output of a single attention head in multi-head attention?,N⇥d,N⇥dv,N⇥dk,N⇥hdv,B) N⇥dv
notes/LLM_cs124_week7_2025.pdf,54,"107, 108, 109",What is the role of the mask matrix in the self-attention computation?,It sets elements in the upper-triangular portion of the QK|matrix to 0,It sets elements in the lower-triangular portion of the QK|matrix to 0,It sets elements in the diagonal of the QK|matrix to 0,It sets elements in the QK|matrix to 1,A) It sets elements in the upper-triangular portion of the QK|matrix to 0
notes/LLM_cs124_week7_2025.pdf,55,"109, 110, 111",Which matrix is zeroed out in the upper-triangular portion for masking out future words in attention computation?,QK| matrix,QKT masked matrix,Q matrix,K matrix,A) QK| matrix
notes/LLM_cs124_week7_2025.pdf,55,"109, 110, 111",What shape does the output of each attention head have in multi-head attention?,N x dk x NN x dv,N x dk x NN x dk,N x dv x NN x dk,N x dk x NN x dvd,B) N x dk x NN x dk
notes/LLM_cs124_week7_2025.pdf,55,"109, 110, 111","Which matrix is multiplied by the inputs to produce Q, K, and V matrices in multi-head attention?",X matrix,WQ matrix,WK matrix,WV matrix,A) X matrix
notes/LLM_cs124_week7_2025.pdf,56,"111, 112, 113","Given a sequence of tokens, where does the transformer obtain the input embeddings from?",Output of the MultiHeadAttention function,Output of the FFN function,Input of the LayerNorm function,"Input of the transformer block, separately computed as input token and positional embeddings","D) Input of the transformer block, separately computed as input token and positional embeddings"
notes/LLM_cs124_week7_2025.pdf,56,"111, 112, 113",What shape does the input X and output H of a transformer block have?,[N⇥(d⇥|V|)],[N⇥d],[N⇥(d⇥N)],[N⇥(d⇥d)],B) [N⇥d]
notes/LLM_cs124_week7_2025.pdf,56,"111, 112, 113",Which function computes the self-attention output of shape [N⇥d]?,MultiHeadAttention,LayerNorm,SelfAttention,FFN,C) SelfAttention
notes/LLM_cs124_week7_2025.pdf,56,"111, 112, 113",What is the role of the embedding matrix E in the transformer model?,It computes the input token embeddings and input positional embeddings,It applies the MultiHeadAttention function in parallel to each embedding vector,It applies the FFN function in parallel to each embedding vector,It normalizes the input and output of each transformer block,A) It computes the input token embeddings and input positional embeddings
notes/LLM_cs124_week7_2025.pdf,57,"113, 114","Given a sequence of tokens, where does the transformer obtain the input embeddings from?",The embedding matrix E is multiplied with the input tokens to obtain the input embeddings,The embedding matrix E is added to the input tokens to obtain the input embeddings,The embedding matrix E is subtracted from the input tokens to obtain the input embeddings,The embedding matrix E is divided by the input tokens to obtain the input embeddings,A) The embedding matrix E is multiplied with the input tokens to obtain the input embeddings
notes/LLM_cs124_week7_2025.pdf,57,"113, 114","Given an input token string, how are the token embeddings selected from the embedding matrix E?",By multiplying the embedding matrix E with the one-hot vector of the token index,By adding the embedding matrix E to the one-hot vector of the token index,By subtracting the embedding matrix E from the one-hot vector of the token index,By dividing the embedding matrix E by the one-hot vector of the token index,A) By multiplying the embedding matrix E with the one-hot vector of the token index
notes/LLM_cs124_week7_2025.pdf,57,"113, 114","Given a sequence of tokens, what is the shape of the input matrix X and the output matrix H in a transformer block?",Both X and H have shape [N⇥(d⇥|V|)],Both X and H have shape [N⇥d⇥|V|],Both X and H have shape [N⇥|V|⇥d],Both X and H have shape [N⇥d],D) Both X and H have shape [N⇥d]
notes/LLM_cs124_week7_2025.pdf,57,"113, 114","In the context of a transformer block, what does the FFN represent?",A function that applies parallel attention to each embedding vector in the window,A function that applies parallel normalization to each embedding vector in the window,A function that applies parallel feed-forward neural network processing to each embedding vector in the window,A function that applies parallel multiplication to each embedding vector in the window,C) A function that applies parallel feed-forward neural network processing to each embedding vector in the window
